gender,car,reality,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,email,occyp_type,family_size,begin_month,ID
0,0,0,12.218495165528731,1,2,2,1,23290,0.0,0,0,1,1,3,85
1,0,1,12.323855681186558,2,4,1,3,10565,6.699500340161678,1,0,1,2,26,86
0,1,1,11.630708500626612,3,1,5,1,11660,6.694562058521095,0,0,6,3,8,87
1,1,0,12.218495165528731,4,2,1,1,13387,7.811163385025279,0,0,1,3,37,88
1,0,1,11.877568578558138,2,1,5,1,16979,7.5126175446745105,0,0,4,2,18,89
0,0,0,12.218495165528731,3,1,1,1,13079,7.824046010856292,1,0,8,2,6,90
0,0,1,11.407564949312402,1,1,1,1,21529,0.0,0,0,1,2,11,91
0,0,1,12.218495165528731,2,2,1,1,13797,8.089482474360754,0,0,11,4,43,92
0,0,1,11.547326891687561,2,1,1,1,15922,6.028278520230698,0,0,2,3,13,93
0,1,1,13.517778149658993,1,2,3,1,21792,0.0,0,0,1,1,26,94
0,0,1,12.100712129872347,2,1,2,1,14534,6.961296045910167,0,0,11,1,44,95
1,1,1,12.419165860990882,2,1,1,1,10952,8.182559264068665,1,0,3,2,56,96
1,1,1,12.58621994565405,3,1,1,2,9980,5.863631175598097,0,0,5,2,42,97
0,0,0,12.80628183043085,2,1,5,1,17204,6.9363427358340495,0,0,2,2,41,98
0,0,1,11.70766954176274,2,1,1,1,14495,7.270312886079025,0,0,2,4,39,99
1,1,1,12.125404742462718,4,2,1,1,13916,5.135798437050262,0,0,8,2,60,100
0,0,0,12.261980277468469,3,2,1,2,14636,8.453401058328458,1,0,3,2,55,101
0,0,1,12.911642346088676,4,1,1,1,18459,8.329899292995725,0,0,7,4,32,102
0,0,1,11.813030057420567,3,2,2,1,19392,4.804021044733257,0,0,1,1,17,103
0,0,1,11.813030057420567,1,3,3,1,20388,0.0,0,0,1,1,2,104
0,0,0,10.714417768752456,2,1,1,1,12311,8.286521373681236,0,0,1,3,26,105
0,0,1,11.813030057420567,3,1,3,1,10692,6.853299093186078,1,1,13,2,6,106
0,0,0,11.245046019814627,3,1,1,1,14393,8.083328608786376,0,0,1,2,17,107
0,1,1,12.218495165528731,3,2,1,1,15598,7.414572881350589,0,0,9,3,18,108
0,0,1,11.119882876860622,3,1,1,1,15140,8.063062911326792,1,1,2,4,39,109
0,0,1,12.218495165528731,4,2,4,1,15784,8.501063809486354,0,0,1,1,52,110
0,0,0,12.100712129872347,4,1,2,1,15517,7.6128310304073565,0,0,7,2,35,111
1,0,1,12.218495165528731,2,1,2,1,12152,7.115582126184454,0,0,3,2,25,112
0,0,0,11.813030057420567,3,1,2,1,14907,7.840312983320164,0,0,2,2,8,113
0,0,1,11.630708500626612,1,1,1,1,22788,0.0,0,0,1,2,14,114
1,0,1,11.630708500626612,2,1,1,1,18394,8.547916364059079,0,0,3,3,0,115
0,1,0,11.302204433654575,2,2,1,1,12358,8.012349639327795,1,0,2,4,10,116
0,1,1,11.967180737247824,2,1,5,1,11736,5.393627546352362,0,0,9,2,7,117
0,0,1,12.419165860990882,3,1,1,1,23057,8.420902531097951,0,0,7,2,49,118
0,0,0,11.813030057420567,2,1,4,1,13719,2.8903717578961645,0,0,2,2,11,119
0,0,1,12.218495165528731,3,3,5,1,13539,7.4109518755836366,1,0,6,3,3,120
0,0,0,11.813030057420567,1,1,1,1,22333,0.0,0,0,1,2,1,121
0,1,1,12.323855681186558,2,2,1,1,17795,7.804251383528112,0,1,8,2,58,122
1,1,0,12.419165860990882,2,3,2,1,8560,5.75890177387728,1,0,8,1,3,123
1,1,0,12.437184366493561,2,2,1,1,15227,8.575650760987806,1,0,3,2,50,124
0,0,0,12.218495165528731,2,1,1,1,12047,8.144388865547622,0,0,8,3,28,125
0,1,0,11.407564949312402,1,1,1,1,22223,0.0,0,0,1,2,14,126
1,1,0,12.100712129872347,2,2,1,1,8877,7.460490305825338,1,0,5,3,19,127
0,0,1,11.589886506106357,4,1,1,1,14028,8.094988759303774,0,0,6,3,17,128
0,0,0,11.407564949312402,2,2,3,1,21887,7.3310603052186325,0,0,6,1,14,129
0,0,1,11.302204433654575,2,1,1,1,15541,7.298445101508147,0,0,7,2,59,130
0,0,1,12.100712129872347,1,2,4,1,22419,0.0,0,0,1,1,47,131
0,0,0,11.813030057420567,2,1,5,1,10151,7.037905963447182,0,0,3,3,21,132
0,1,1,12.793859310432293,3,1,1,1,19033,8.170751423757535,0,0,2,2,32,133
1,1,1,11.813030057420567,2,1,1,1,18820,8.066521490469993,0,0,14,2,7,134
1,1,0,12.729320789294722,2,1,2,2,11344,8.104703468371108,0,0,6,1,51,135
0,0,1,12.506177237980511,2,1,1,1,16616,7.909489492673759,1,0,15,3,10,136
1,0,0,12.323855681186558,2,1,1,1,19129,6.693323668269949,0,1,1,3,1,137
1,1,0,12.218495165528731,2,1,1,1,22909,7.856319571406588,0,0,5,2,12,138
0,0,1,11.967180737247824,2,2,1,1,17791,8.53168763756669,0,0,1,2,15,139
1,1,0,12.218495165528731,3,1,1,1,15328,7.8551570058813445,0,0,4,6,30,140
0,0,0,11.813030057420567,3,1,1,2,13689,7.067319848653476,0,0,2,3,46,141
0,1,0,12.323855681186558,3,2,1,2,11828,5.111987788356544,0,0,9,2,10,142
0,1,1,11.813030057420567,2,1,1,1,15761,8.062747901086354,0,0,3,4,28,143
0,0,0,11.967180737247824,2,1,5,3,11243,7.88344635413774,0,0,2,2,13,144
1,0,1,12.506177237980511,2,1,1,1,18625,8.056426767522984,0,0,3,2,3,145
0,0,0,11.119882876860622,3,1,5,1,9323,7.205635176410364,0,0,1,2,42,146
1,1,1,12.66032791780777,2,2,1,1,10580,7.8504931808711405,0,0,6,3,17,147
0,0,0,12.100712129872347,3,1,5,3,10928,7.351799869057777,0,0,2,3,18,148
1,1,1,11.813030057420567,3,1,1,1,19008,8.190908881182514,0,0,8,2,2,149
0,1,0,12.218495165528731,3,1,5,2,14228,8.581294116822761,0,0,1,2,37,150
0,1,1,12.66032791780777,4,1,1,1,12348,7.107425474110705,0,0,8,4,8,151
0,0,1,11.630708500626612,1,1,1,1,23520,0.0,0,0,1,2,54,152
1,0,1,13.017002861746503,3,2,1,1,12238,7.690743163541872,1,0,8,4,38,153
1,0,0,11.813030057420567,2,1,1,1,10089,7.922261058353247,1,0,3,3,33,154
1,1,1,12.506177237980511,3,1,1,1,15167,7.679251425953058,0,0,5,3,50,155
0,0,1,11.119882876860622,2,1,3,1,11126,7.643961949002529,1,0,9,2,9,156
0,0,0,11.99535161421452,1,1,5,1,19694,0.0,0,0,1,2,41,157
1,1,1,12.66032791780777,3,3,1,1,21572,7.682943169878292,0,0,16,2,8,158
1,1,1,12.323855681186558,4,1,1,1,13718,8.214735833382303,1,0,11,2,18,159
0,0,0,11.967180737247824,4,2,1,1,11588,6.687108607866515,1,0,6,2,23,160
0,0,1,12.100712129872347,2,2,1,1,16013,7.325148957955575,0,0,13,2,27,161
0,0,1,12.323855681186558,3,1,5,1,14511,5.267858159063328,0,0,1,2,20,162
0,1,1,11.967180737247824,2,1,4,1,15584,7.385230923066573,0,0,2,1,2,163
1,0,0,11.813030057420567,2,1,2,1,13602,7.232010331664759,1,0,5,1,21,164
0,1,1,12.793859310432293,3,2,1,1,10874,6.230481447578482,0,1,6,2,11,165
0,0,1,11.813030057420567,2,3,1,1,10598,7.685243607975833,0,1,2,4,27,166
0,1,1,12.323855681186558,2,2,1,1,12322,8.220941168281389,0,0,6,2,2,167
0,1,0,11.813030057420567,2,1,1,1,19010,8.819073983267831,1,0,12,2,5,168
0,0,0,11.669929213779893,2,1,1,1,17087,8.897135342293316,1,0,7,2,4,169
0,1,1,11.744037185933616,3,1,1,1,10302,6.5998704992128365,0,0,6,2,48,170
0,0,0,12.363076394339839,4,2,5,1,21967,8.559486103606488,0,1,6,2,13,171
0,0,1,11.630708500626612,4,1,1,1,21215,6.695798917058491,0,0,7,2,28,172
0,0,1,12.323855681186558,2,1,2,1,20302,9.23600811872476,0,0,7,1,24,173
0,1,1,12.419165860990882,2,3,1,1,14046,5.869296913133774,0,0,2,3,19,174
0,0,0,12.218495165528731,1,1,1,1,21871,0.0,0,0,1,2,3,175
0,0,1,11.967180737247824,4,2,1,1,9313,6.423246963533519,0,0,1,2,53,176
1,0,1,11.630708500626612,2,1,1,1,19087,8.720786883485731,0,0,3,2,2,177
0,0,1,11.813030057420567,2,1,4,1,14394,6.824373670043086,0,0,8,1,8,178
0,0,0,11.630708500626612,2,1,1,2,11499,8.295798110636145,0,1,6,3,10,179
0,0,1,11.302204433654575,3,1,2,1,9866,7.857093864902493,0,0,7,1,42,180
0,1,1,11.967180737247824,3,1,1,1,13830,8.352318548226004,0,0,3,3,4,181
0,0,1,11.302204433654575,2,1,4,1,22064,5.1298987149230735,0,0,12,1,43,182
1,1,0,11.744037185933616,2,1,1,1,20116,5.517452896464707,1,0,3,2,45,183
0,0,1,11.877568578558138,1,1,1,1,19002,0.0,0,0,1,2,11,184
0,0,1,12.323855681186558,3,2,1,1,15720,7.851661177889265,0,0,8,3,11,185
0,0,0,11.202997783571128,2,1,1,1,14321,8.863474306170954,0,0,7,4,20,186
1,0,0,12.100712129872347,2,1,2,1,9380,7.446585099157725,1,0,1,1,16,187
1,1,0,12.58621994565405,3,1,1,1,14670,8.847647355711887,0,0,1,4,15,188
0,0,0,11.407564949312402,3,1,2,1,10731,6.786716950605081,0,0,2,1,11,189
0,1,1,12.323855681186558,3,2,1,1,14100,8.19533366716287,0,0,10,4,20,190
0,1,1,11.813030057420567,2,1,1,1,15649,9.037533407550814,1,0,7,2,18,191
0,1,1,12.58621994565405,3,2,1,1,13958,8.013674142832684,0,0,2,4,40,192
0,0,0,10.714417768752456,4,1,1,1,11304,8.293799608846818,1,0,7,3,55,193
1,1,1,11.274033556687879,2,1,2,1,8251,5.204006687076795,1,0,2,1,13,194
0,0,1,12.323855681186558,3,2,2,1,20470,9.1345386585599,0,0,6,1,6,195
0,0,0,11.877568578558138,2,1,1,1,14802,7.52131798019924,0,0,5,3,16,196
0,0,0,11.245046019814627,1,1,1,1,23480,0.0,0,0,1,2,4,197
1,1,1,12.854483932248728,2,2,1,1,11864,7.466799475018602,0,0,17,2,49,198
0,1,0,12.323855681186558,3,2,5,2,9932,6.505784060128229,0,1,9,3,6,199
0,0,1,12.419165860990882,3,2,1,1,11914,8.000014093678072,0,0,2,2,40,200
1,1,1,12.323855681186558,3,1,5,1,18376,8.359603270841466,1,1,1,4,27,201
0,0,1,11.407564949312402,2,1,4,1,17710,7.480428306074208,0,0,13,1,24,202
1,1,0,11.813030057420567,2,1,1,1,13483,7.504942068396171,1,0,3,2,39,3
0,0,0,11.877568578558138,1,1,1,1,20726,0.0,0,0,1,2,6,203
0,1,1,11.630708500626612,2,1,1,1,12690,5.44673737166631,1,0,2,2,23,204
0,0,1,11.407564949312402,1,1,1,1,21885,0.0,0,0,1,2,17,205
0,0,1,12.570715759118084,3,1,4,1,16181,4.770684624465665,0,1,10,1,17,206
0,0,0,12.218495165528731,4,2,1,2,14562,7.160845906664299,0,0,6,2,16,207
0,0,1,12.601487417784837,3,1,2,4,15519,8.081784206935001,0,0,3,1,27,208
0,0,1,12.506177237980511,3,2,2,1,10707,6.641182169740591,0,0,18,1,5,209
1,1,1,12.729320789294722,4,1,1,5,12977,8.286773231131251,0,0,3,4,30,210
1,1,0,12.323855681186558,2,1,1,1,14776,7.70210434005105,0,0,5,4,9,16
0,0,1,11.813030057420567,2,2,1,1,13833,6.42648845745769,0,0,9,3,19,211
0,1,0,11.813030057420567,3,1,1,1,10445,5.521460917862246,0,0,3,2,10,212
0,0,1,12.506177237980511,4,1,1,1,20103,7.275864600546533,1,0,19,2,16,213
0,0,1,12.729320789294722,1,2,2,1,24519,0.0,0,0,1,1,18,214
0,0,0,12.100712129872347,3,3,1,1,14687,8.909505512946101,1,0,11,3,6,215
0,0,1,12.095699588048802,1,1,5,1,20891,0.0,0,0,1,2,59,216
0,0,0,11.630708500626612,1,1,4,1,22061,0.0,0,0,1,1,12,217
0,0,1,11.407564949312402,1,1,4,1,21581,0.0,0,0,1,1,49,218
0,0,1,11.813030057420567,2,2,1,1,13833,6.42648845745769,0,0,9,3,9,211
1,1,1,12.66032791780777,2,2,1,1,18335,7.936302693201959,0,0,5,2,31,219
0,0,1,11.630708500626612,2,1,2,1,16098,7.533158807455563,1,0,8,1,43,220
0,1,1,12.911642346088676,3,2,5,1,16825,4.6913478822291435,1,0,9,2,30,221
1,0,0,11.908340237224891,2,1,1,1,13574,4.700480365792417,0,0,3,3,28,222
0,0,1,11.99535161421452,4,2,5,1,15027,4.48863636973214,0,0,9,3,5,223
0,0,1,11.967180737247824,1,1,4,1,23774,0.0,0,0,1,1,8,224
0,0,0,12.14950229404178,2,1,3,3,10100,6.391917113392602,0,0,1,3,6,225
0,1,1,11.813030057420567,1,1,1,1,22118,0.0,0,0,1,2,43,226
0,0,1,11.630708500626612,3,1,2,1,17993,6.320768294250582,0,0,4,1,46,227
0,0,0,11.407564949312402,2,2,1,1,11388,8.335191583433202,0,0,11,2,2,228
0,1,1,12.323855681186558,2,1,5,1,15443,5.673323267171493,0,0,2,3,20,229
0,1,1,11.813030057420567,2,1,1,1,13108,7.170119543449628,0,0,1,3,25,230
0,0,1,12.323855681186558,2,1,1,1,21144,7.4342573821331355,0,0,2,2,14,231
1,1,1,13.017002861746503,3,1,1,1,18173,6.520621127558696,0,1,6,3,29,232
0,1,0,11.813030057420567,2,2,1,1,12804,8.512783482927537,0,0,9,4,53,233
1,0,1,11.502875129116727,1,1,1,1,21146,0.0,0,1,1,2,17,234
0,1,1,11.630708500626612,2,1,1,1,11497,7.407924322559599,0,0,2,3,10,235
1,1,1,12.323855681186558,3,1,1,1,17317,5.655991810819852,0,0,5,3,15,236
1,0,1,12.100712129872347,2,1,1,1,23285,8.59877317840866,0,0,3,2,54,237
0,0,1,11.630708500626612,3,1,1,1,14962,8.117908942383155,1,0,2,3,40,238
0,0,0,12.218495165528731,3,1,3,3,12073,7.259116128097101,0,0,1,2,26,239
0,0,0,12.173032791451973,2,1,2,1,17826,5.308267697401205,0,0,3,1,4,240
0,0,1,12.854483932248728,2,1,4,1,18554,8.591743922680534,1,0,10,1,35,241
0,1,1,12.83067328355501,2,1,4,1,20785,7.363913501405819,0,0,9,1,17,242
1,1,1,12.447841660967548,3,1,1,1,17254,9.119540007649686,0,0,3,4,15,243
0,0,1,11.967180737247824,1,1,2,1,20441,0.0,0,0,1,1,35,244
0,1,1,11.813030057420567,1,1,4,1,22504,0.0,0,0,1,1,27,245
0,0,1,12.506177237980511,3,1,1,1,19798,8.42989086301344,0,0,1,2,30,246
1,1,1,12.100712129872347,2,1,1,1,12488,6.617402977974478,0,1,3,2,38,247
0,1,1,12.877740794412995,2,1,1,1,16995,8.890823576004383,0,0,6,2,8,43
1,1,1,12.506177237980511,2,2,1,1,19756,7.667158255319148,0,0,3,2,19,248
1,1,1,12.323855681186558,3,2,2,1,9220,7.295735072749282,0,0,6,1,2,249
0,0,1,11.967180737247824,2,1,1,1,19064,7.986164860332727,0,0,1,2,30,250
0,0,1,11.630708500626612,2,2,1,1,14768,7.665753431861699,1,1,6,4,25,251
0,1,0,12.66032791780777,3,2,1,1,11025,7.633369649679584,1,1,1,3,30,252
0,1,1,12.100712129872347,3,3,5,1,15445,6.561030665896573,0,0,3,3,26,253
0,0,1,11.877568578558138,1,1,1,1,21916,0.0,0,0,1,2,52,254
1,0,1,12.218495165528731,2,2,1,1,11836,7.9215356321335495,0,0,1,3,38,255
0,0,1,11.630708500626612,4,1,1,1,17956,9.144627828610801,0,0,6,3,14,256
0,1,0,12.66032791780777,2,2,1,6,13064,7.734996194022781,1,0,7,2,34,257
0,0,0,11.813030057420567,3,1,2,1,14907,7.840312983320164,0,0,2,2,13,113
0,1,1,13.402265262537147,3,2,1,1,20053,8.138272638530186,0,0,9,2,18,258
0,0,1,11.407564949312402,2,1,1,1,18975,6.62273632394984,1,0,6,2,27,259
1,0,0,12.66032791780777,2,2,1,1,10993,6.856461984594587,1,0,1,2,39,260
0,0,1,11.630708500626612,1,2,1,1,22062,0.0,0,0,1,2,35,261
1,0,1,12.66032791780777,2,1,1,1,19686,7.0317412587631285,0,0,3,2,42,262
0,0,0,12.66032791780777,3,2,1,1,16188,5.736572297479192,1,1,2,2,23,26
1,1,0,11.99535161421452,2,1,1,1,13128,6.955592608396297,0,0,3,2,10,263
0,0,1,12.323855681186558,2,1,1,2,16110,5.996452088619021,0,0,13,2,60,264
1,1,0,11.877568578558138,2,1,1,2,10145,5.521460917862246,1,0,5,4,27,265
1,1,1,12.66032791780777,2,2,1,1,12615,7.053585727193677,0,0,3,4,40,266
0,0,1,11.407564949312402,4,2,1,1,17767,8.244071270295786,0,0,13,2,19,267
1,1,1,12.218495165528731,3,1,5,1,11890,6.60934924316738,1,0,2,3,32,268
1,0,1,11.967180737247824,2,1,1,1,17576,7.104144092987527,0,0,3,2,50,269
0,0,1,11.630708500626612,4,1,1,1,21215,6.695798917058491,0,0,7,2,35,172
0,1,1,13.422467969854667,3,1,1,1,14480,8.22121009392507,0,0,1,2,2,270
0,0,1,12.100712129872347,3,2,2,1,11306,7.530479995245536,0,0,8,1,44,271
0,0,1,12.100712129872347,3,1,1,1,17468,8.911125383710678,0,0,6,6,31,272
1,1,1,11.630708500626612,2,1,1,1,18731,8.388905171114706,0,0,3,2,45,273
1,1,1,12.196022309676673,3,2,5,1,16149,8.361708288575842,0,0,8,3,24,274
1,1,0,12.58621994565405,1,1,1,1,18875,0.0,0,0,1,2,40,275
0,1,1,11.630708500626612,2,1,1,1,14234,5.736572297479192,0,0,6,3,21,276
0,0,1,11.407564949312402,1,1,1,1,21518,0.0,0,0,1,2,9,277
1,0,1,11.908340237224891,2,1,2,1,11819,6.870053411798126,0,0,3,1,3,278
1,0,0,12.323855681186558,2,1,1,1,18186,5.932245187448011,0,0,3,2,14,279
0,1,0,12.911642346088676,4,2,2,1,20052,6.8885724595653635,0,0,8,1,1,280
1,0,0,12.506177237980511,3,1,5,2,8853,6.892641641172089,0,1,2,2,12,281
0,0,1,11.630708500626612,2,1,1,2,16047,7.2485040723706105,0,0,2,2,9,282
0,0,1,12.506177237980511,2,1,1,1,16616,7.909489492673759,1,0,15,3,25,136
1,1,1,11.407564949312402,2,1,1,2,11176,8.03268487596762,1,0,1,2,49,283
0,0,1,11.813030057420567,2,1,5,1,18573,6.836259277277067,0,0,13,2,3,284
0,1,0,12.506177237980511,2,2,1,1,13144,6.52649485957079,1,0,1,4,27,285
0,1,0,11.967180737247824,3,1,5,1,12309,7.5822291942764615,0,0,1,2,29,286
0,0,1,12.173032791451973,2,2,2,1,17081,8.473032295630468,0,0,3,1,44,287
0,0,0,12.261980277468469,3,2,1,2,14636,8.453401058328458,1,0,3,2,55,101
0,0,1,11.119882876860622,2,3,1,1,13094,8.14757773620177,0,0,1,3,22,288
0,0,1,11.908340237224891,1,1,1,1,19276,0.0,0,0,1,2,8,289
0,0,0,11.813030057420567,2,1,1,1,15459,6.466144724237619,0,0,2,2,7,290
0,0,1,11.630708500626612,2,4,1,1,13042,8.228443883004033,0,0,3,3,10,291
1,0,1,11.813030057420567,2,1,2,1,10682,6.413458957167357,0,0,2,1,19,292
0,0,1,11.630708500626612,3,2,1,1,17472,7.0925737159746784,1,0,1,2,48,293
0,0,1,11.855450773304518,3,1,1,1,10855,5.7745515455444085,0,0,2,3,7,294
1,0,1,11.967180737247824,1,1,1,1,23660,0.0,0,0,1,2,23,295
0,0,0,12.66032791780777,3,2,1,1,16188,5.736572297479192,1,1,2,2,26,26
0,1,1,12.323855681186558,4,2,1,1,11359,7.454141078146678,0,0,6,4,29,296
1,1,0,12.323855681186558,2,1,1,1,14342,4.852030263919617,0,0,5,3,21,297
0,1,1,12.793859310432293,4,2,1,1,14498,8.719970756777574,0,1,6,2,17,298
0,1,1,11.813030057420567,3,2,1,1,11278,7.8168199657645525,0,0,1,3,19,299
0,0,1,11.589886506106357,1,1,1,1,23044,0.0,0,0,1,2,56,300
0,1,0,12.218495165528731,3,1,5,2,14228,8.581294116822761,0,0,1,2,33,150
